OrderNumber,OrderDate,ShipDate,ShipmentCost,RequestedShippingService,ShippedCarrier,ShippedService,Weight,Length,Width,Height,OrderTotal,Warehouse,Account
6662770,2023-01-31 16:49:49,2023-02-01 00:00:00,17.35,Amazon Merchants@ - Expedited,ups,ups_standard,146.40,12.00,10.00,12.00,180.74,"New Dundee, ON",partdiscounter
6662769,2023-01-31 16:47:54,2023-02-01 00:00:00,29.55,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,192.90,28.00,4.00,4.00,124.24,"New Dundee, ON",partdiscounter
6662755,2023-01-31 17:24:03,2023-02-01 00:00:00,8.73,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,121.40,24.00,8.00,8.00,91.80,FedEx Trade Network,mishon
6662754,2023-01-31 17:19:37,2023-02-01 00:00:00,9.83,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,52.80,15.50,11.50,3.50,29.95,FedEx Trade Network,mishon
6662733,2023-01-31 17:09:46,2023-02-01 00:00:00,10.05,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,47.50,15.50,11.50,3.50,27.95,FedEx Trade Network,mishon
6662730,2023-01-31 17:11:48,2023-02-01 00:00:00,11.62,eBay - Expedited,canada_post,expedited_parcel,15.80,10.00,6.00,1.00,43.63,"New Dundee, ON",partdiscounter
6662729,2023-01-31 16:42:45,2023-02-01 00:00:00,24.17,Amazon Merchants@ - Standard,canada_post,expedited_parcel,33.40,16.00,10.00,1.00,52.84,"New Dundee, ON",partdiscounter
6662728,2023-01-31 17:02:35,2023-02-01 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,32.40,10.00,6.00,1.00,93.28,FedEx Trade Network,mishon
6662727,2023-01-31 17:07:46,2023-02-01 00:00:00,4.09,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,14.89,FedEx Trade Network,mishon
6662726,2023-01-31 17:04:30,2023-02-01 00:00:00,13.60,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,242.90,28.00,9.00,5.00,136.79,FedEx Trade Network,mishon
6662723,2023-01-31 17:03:19,2023-02-01 00:00:00,10.85,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,60.50,16.00,10.00,1.00,26.45,FedEx Trade Network,mishon
6662722,2023-01-31 16:57:49,2023-02-01 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.50,16.00,10.00,1.00,25.45,FedEx Trade Network,mishon
6662721,2023-01-31 17:00:24,2023-02-01 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.30,16.00,10.00,1.00,14.08,FedEx Trade Network,mishon
6662719,2023-01-31 16:57:03,2023-02-01 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.20,10.00,6.00,1.00,16.15,FedEx Trade Network,mishon
6662708,2023-01-31 17:05:16,2023-02-01 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6662707,2023-01-31 17:07:46,2023-02-01 00:00:00,9.54,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,21.10,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6662704,2023-01-31 17:05:01,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,40.50,16.00,10.00,1.00,33.95,FedEx Trade Network,mishon
6662701,2023-01-31 16:18:07,2023-02-01 00:00:00,11.60,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,54.60,16.00,10.00,1.00,80.43,"New Dundee, ON",partdiscounter
6662700,2023-01-31 16:14:16,2023-02-01 00:00:00,18.28,Amazon Merchants@ - Standard,canada_post,expedited_parcel,5.30,10.00,6.00,1.00,26.20,"New Dundee, ON",partdiscounter
6662698,2023-01-31 16:56:28,2023-02-01 00:00:00,4.20,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.20,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6662695,2023-01-31 16:54:37,2023-02-01 00:00:00,4.81,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,8.80,16.00,10.00,1.00,19.95,FedEx Trade Network,mishon
6662682,2023-01-31 16:41:48,2023-02-01 00:00:00,9.50,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,82.40,16.00,10.00,1.00,47.29,FedEx Trade Network,mishon
6662681,2023-01-31 16:39:05,2023-02-01 00:00:00,7.74,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,72.20,16.00,10.00,1.00,32.35,FedEx Trade Network,mishon
6662678,2023-01-31 16:33:27,2023-02-01 00:00:00,9.83,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,200.60,10.00,9.00,6.00,148.35,FedEx Trade Network,mishon
6662669,2023-01-31 16:52:04,2023-02-01 00:00:00,55.71,,ups,ups_worldwide_expedited,37.00,11.50,8.50,6.50,99.90,"New Dundee, ON",partdiscounter
6662667,2023-01-31 16:46:03,2023-02-01 00:00:00,4.09,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,14.95,FedEx Trade Network,mishon
6662650,2023-01-31 16:13:08,2023-02-01 00:00:00,18.15,Amazon Merchants@ - Expedited,ups,ups_standard,116.20,11.50,8.50,6.50,91.92,"New Dundee, ON",partdiscounter
6662649,2023-01-31 16:12:43,2023-02-01 00:00:00,17.70,Amazon Merchants@ - Standard,ups,ups_standard,202.00,24.00,4.00,4.00,125.95,"New Dundee, ON",partdiscounter
6662648,2023-01-31 16:08:57,2023-02-01 00:00:00,25.66,Amazon Merchants@ - Standard,ups,ups_standard,77.40,11.50,8.50,6.50,134.43,"New Dundee, ON",partdiscounter
6662647,2023-01-30 12:12:44,2023-02-01 00:00:00,36.57,Amazon Merchants@ - Standard,ups,ups_standard,313.30,24.00,9.00,5.00,206.94,"New Dundee, ON",partdiscounter
6662646,2023-01-31 16:04:39,2023-02-01 00:00:00,14.95,Amazon Merchants@ - Expedited,ups,ups_standard,248.50,34.00,4.00,4.00,124.24,"New Dundee, ON",partdiscounter
6662645,2023-01-31 15:58:13,2023-02-01 00:00:00,10.01,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,2.10,10.00,6.00,1.00,30.45,"New Dundee, ON",partdiscounter
6662643,2023-01-31 16:42:16,2023-02-01 00:00:00,8.37,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,50.70,16.00,10.00,1.00,53.95,FedEx Trade Network,mishon
6662641,2023-01-31 16:42:04,2023-02-01 00:00:00,6.00,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,14.80,16.00,10.00,1.00,19.95,FedEx Trade Network,mishon
6662639,2023-01-31 16:38:05,2023-02-01 00:00:00,6.07,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,13.40,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6662634,2023-01-31 15:54:10,2023-02-01 00:00:00,10.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,22.90,16.00,10.00,1.00,31.34,FedEx Trade Network,mishon
6662607,2023-01-31 16:30:45,2023-02-01 00:00:00,11.50,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,260.50,24.00,9.00,4.00,138.31,FedEx Trade Network,mishon
6662606,2023-01-31 16:22:49,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,32.40,16.00,10.00,1.00,58.40,FedEx Trade Network,mishon
6662604,2023-01-31 16:27:15,2023-02-01 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,10.70,FedEx Trade Network,mishon
6662590,2023-01-31 15:52:34,2023-02-01 00:00:00,16.52,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,54.90,16.00,10.00,1.00,66.61,"New Dundee, ON",partdiscounter
6662589,2023-01-31 16:28:01,2023-02-01 00:00:00,9.83,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,88.00,11.50,8.50,6.50,49.95,FedEx Trade Network,mishon
6662588,2023-01-31 16:27:47,2023-02-01 00:00:00,5.04,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,8.80,10.00,6.00,1.00,16.95,FedEx Trade Network,mishon
6662587,2023-01-31 16:23:39,2023-02-01 00:00:00,4.24,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,19.95,FedEx Trade Network,mishon
6662585,2023-01-31 16:23:56,2023-02-01 00:00:00,11.97,STANDARD - BEST WAY EBAY,fedex,fedex_home_delivery,246.40,24.00,8.00,8.00,55.95,FedEx Trade Network,mishon
6662577,2023-01-31 16:18:00,2023-02-01 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,17.60,16.00,10.00,1.00,23.95,FedEx Trade Network,mishon
6662576,2023-01-31 16:14:22,2023-02-01 00:00:00,11.32,STANDARD - BEST WAY EBAY,fedex,fedex_home_delivery,281.60,24.00,8.00,8.00,105.95,FedEx Trade Network,mishon
6662565,2023-01-31 15:34:02,2023-02-01 00:00:00,22.97,Amazon Merchants@ - Standard,canada_post,expedited_parcel,54.60,16.00,10.00,1.00,80.44,"New Dundee, ON",partdiscounter
6662561,2023-01-31 16:08:30,2023-02-01 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.20,10.00,6.00,1.00,13.86,FedEx Trade Network,mishon
6662560,2023-01-31 16:03:49,2023-02-01 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.70,16.00,10.00,1.00,14.78,FedEx Trade Network,mishon
6662559,2023-01-31 16:05:50,2023-02-01 00:00:00,6.78,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,12.70,10.00,6.00,1.00,0.00,FedEx Trade Network,mishon
6662557,2023-01-31 16:04:52,2023-02-01 00:00:00,8.21,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,75.70,16.00,10.00,1.00,61.90,FedEx Trade Network,mishon
6662555,2023-01-31 15:54:59,2023-02-01 00:00:00,3.66,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,1.40,10.00,6.00,1.00,17.97,FedEx Trade Network,mishon
6662553,2023-01-31 15:55:59,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,38.70,16.00,10.00,1.00,50.82,FedEx Trade Network,mishon
6662548,2023-01-31 15:54:23,2023-02-01 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,26.40,16.00,10.00,1.00,37.75,FedEx Trade Network,mishon
6662546,2023-01-31 15:53:07,2023-02-01 00:00:00,6.78,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.50,16.00,10.00,1.00,23.65,FedEx Trade Network,mishon
6662530,2023-01-31 15:22:08,2023-02-01 00:00:00,15.87,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,49.30,16.00,10.00,1.00,42.48,"New Dundee, ON",partdiscounter
6662500,2023-01-31 15:57:09,2023-02-01 00:00:00,9.54,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,28.20,16.00,10.00,1.00,49.95,FedEx Trade Network,mishon
6662498,2023-01-31 15:55:48,2023-02-01 00:00:00,3.75,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,3.50,16.00,10.00,1.00,11.95,FedEx Trade Network,mishon
6662497,2023-01-31 15:51:46,2023-02-01 00:00:00,4.15,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,10.65,FedEx Trade Network,mishon
6662496,2023-01-31 15:47:53,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,84.50,16.00,10.00,1.00,40.61,FedEx Trade Network,mishon
6662495,2023-01-31 15:51:38,2023-02-01 00:00:00,7.67,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,43.60,16.00,10.00,1.00,32.05,FedEx Trade Network,mishon
6662493,2023-01-31 15:50:25,2023-02-01 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.50,16.00,10.00,1.00,52.95,FedEx Trade Network,mishon
6662492,2023-01-31 15:43:46,2023-02-01 00:00:00,9.61,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,230.60,10.00,9.00,6.00,139.05,FedEx Trade Network,mishon
6662491,2023-01-31 15:43:29,2023-02-01 00:00:00,11.32,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,176.00,11.50,8.50,6.50,52.95,FedEx Trade Network,mishon
6662490,2023-01-31 15:36:58,2023-02-01 00:00:00,5.04,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,8.40,10.00,6.00,1.00,29.86,FedEx Trade Network,mishon
6662486,2023-01-31 15:36:36,2023-02-01 00:00:00,9.54,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,16.20,16.00,10.00,1.00,23.80,FedEx Trade Network,mishon
6662485,2023-01-31 15:34:28,2023-02-01 00:00:00,4.13,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,3.50,16.00,10.00,1.00,15.28,FedEx Trade Network,mishon
6662474,2023-01-31 15:10:28,2023-02-01 00:00:00,11.98,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,45.80,16.00,10.00,1.00,66.61,"New Dundee, ON",partdiscounter
6662458,2023-01-31 15:40:49,2023-02-01 00:00:00,9.54,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,16.90,10.00,6.00,1.00,35.95,FedEx Trade Network,mishon
6662452,2023-01-31 15:19:42,2023-02-01 00:00:00,6.60,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_first_class_mail,15.50,10.00,6.00,1.00,21.15,FedEx Trade Network,mishon
6662442,2023-01-31 15:31:24,2023-02-01 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,21.10,16.00,10.00,1.00,32.12,FedEx Trade Network,mishon
6662441,2023-01-31 15:30:00,2023-02-01 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.80,10.00,6.00,1.00,26.45,FedEx Trade Network,mishon
6662440,2023-01-31 15:29:14,2023-02-01 00:00:00,9.50,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,79.20,16.00,10.00,1.00,49.45,FedEx Trade Network,mishon
6662439,2023-01-31 15:28:50,2023-02-01 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,59.80,16.00,10.00,1.00,53.95,FedEx Trade Network,mishon
6662435,2023-01-31 15:20:32,2023-02-01 00:00:00,4.88,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,12.00,10.00,6.00,1.00,24.26,FedEx Trade Network,mishon
6662434,2023-01-31 15:11:18,2023-02-01 00:00:00,10.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,44.40,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6662432,2023-01-31 15:13:08,2023-02-01 00:00:00,4.09,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,21.15,FedEx Trade Network,mishon
6662426,2023-01-31 15:31:25,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,51.00,11.50,8.50,6.50,51.95,FedEx Trade Network,mishon
6662424,2023-01-31 15:31:19,2023-02-01 00:00:00,10.48,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,40.50,16.00,10.00,1.00,33.95,FedEx Trade Network,mishon
6662420,2023-01-31 14:45:55,2023-02-01 00:00:00,12.76,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,15.80,16.00,10.00,1.00,66.61,"New Dundee, ON",partdiscounter
6662409,2023-01-31 15:22:20,2023-02-01 00:00:00,4.24,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.70,10.00,6.00,1.00,15.95,FedEx Trade Network,mishon
6662389,2023-01-31 15:02:56,2023-02-01 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,10.00,6.00,1.00,16.00,FedEx Trade Network,mishon
6662386,2023-01-31 14:59:50,2023-02-01 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,48.60,16.00,10.00,1.00,43.15,FedEx Trade Network,mishon
6662384,2023-01-31 14:57:02,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,23.20,10.00,6.00,1.00,37.40,FedEx Trade Network,mishon
6662357,2023-01-31 14:27:18,2023-02-01 00:00:00,22.63,Amazon Merchants@ - Standard,canada_post,expedited_parcel,42.33,10.00,6.00,1.00,28.69,"New Dundee, ON",partdiscounter
6662338,2023-01-31 14:52:38,2023-02-01 00:00:00,4.31,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.20,16.00,10.00,1.00,18.14,FedEx Trade Network,mishon
6662337,2023-01-31 14:50:05,2023-02-01 00:00:00,6.22,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.10,10.00,6.00,1.00,17.07,FedEx Trade Network,mishon
6662336,2023-01-31 14:47:06,2023-02-01 00:00:00,4.09,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,10.67,FedEx Trade Network,mishon
6662333,2023-01-31 14:45:11,2023-02-01 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,17.60,16.00,10.00,1.00,26.27,FedEx Trade Network,mishon
6662331,2023-01-31 14:39:45,2023-02-01 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,77.40,16.00,10.00,1.00,35.59,FedEx Trade Network,mishon
6662329,2023-01-31 14:35:32,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,19.40,16.00,10.00,1.00,23.65,FedEx Trade Network,mishon
6662321,2023-01-31 14:45:48,2023-02-01 00:00:00,8.64,STANDARD - BEST WAY EBAY,fedex,fedex_ground,118.30,11.50,8.50,6.50,79.90,FedEx Trade Network,mishon
6662311,2023-01-31 14:04:36,2023-02-01 00:00:00,14.70,Amazon Merchants@ - Standard,ups,ups_standard,7.00,16.00,10.00,1.00,29.06,"New Dundee, ON",partdiscounter
6662310,2023-01-31 14:31:47,2023-02-01 00:00:00,4.15,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_first_class_mail,4.20,16.00,10.00,1.00,14.95,FedEx Trade Network,mishon
6662282,2023-01-31 14:36:20,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,55.60,16.00,10.00,1.00,59.95,FedEx Trade Network,mishon
6662278,2023-01-31 14:31:44,2023-02-01 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,13.40,16.00,10.00,1.00,21.15,FedEx Trade Network,mishon
6662277,2023-01-31 14:31:43,2023-02-01 00:00:00,12.66,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,230.90,24.00,8.00,8.00,109.40,FedEx Trade Network,mishon
6662274,2023-01-31 14:31:14,2023-02-01 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,16.90,16.00,10.00,1.00,23.71,FedEx Trade Network,mishon
6662272,2023-01-31 14:22:34,2023-02-01 00:00:00,4.74,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,11.30,10.00,6.00,1.00,23.27,FedEx Trade Network,mishon
6662270,2023-01-31 14:22:12,2023-02-01 00:00:00,9.83,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,211.20,10.00,9.00,6.00,147.65,FedEx Trade Network,mishon
6662268,2023-01-31 14:21:35,2023-02-01 00:00:00,3.97,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,1.80,10.00,6.00,1.00,17.80,FedEx Trade Network,mishon
6662261,2023-01-31 13:48:09,2023-02-01 00:00:00,28.62,Amazon Merchants@ - Expedited,ups,ups_standard,243.60,24.00,9.00,5.00,206.90,"New Dundee, ON",partdiscounter
6662260,2023-01-31 13:45:38,2023-02-01 00:00:00,25.94,Amazon Merchants@ - Standard,canada_post,expedited_parcel,152.80,11.50,8.50,6.50,268.68,"New Dundee, ON",partdiscounter
6662252,2023-01-31 14:25:37,2023-02-01 00:00:00,4.88,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,9.20,10.00,6.00,1.00,17.95,FedEx Trade Network,mishon
6662246,2023-01-31 14:06:43,2023-02-01 00:00:00,23.34,,fedex,fedex_international_economy,74.60,15.50,11.50,3.50,101.85,"New Dundee, ON",partdiscounter
6662240,2023-01-31 14:03:07,2023-02-01 00:00:00,10.92,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_smartpost_parcel_select,136.60,11.50,8.50,6.50,159.95,FedEx Trade Network,mishon
6662221,2023-01-31 13:41:38,2023-02-01 00:00:00,11.13,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,45.10,16.00,10.00,1.00,67.78,"New Dundee, ON",partdiscounter
6662220,2023-01-31 14:08:42,2023-02-01 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,26.00,10.00,6.00,1.00,37.05,FedEx Trade Network,mishon
6662218,2023-01-31 13:54:52,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,18.30,10.00,6.00,1.00,23.49,FedEx Trade Network,mishon
6662217,2023-01-31 13:54:57,2023-02-01 00:00:00,11.98,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,140.10,11.50,8.50,6.50,60.79,FedEx Trade Network,mishon
6662205,2023-01-31 14:11:14,2023-02-01 00:00:00,9.54,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,25.30,16.00,10.00,1.00,59.90,FedEx Trade Network,mishon
6662203,2023-01-31 14:07:32,2023-02-01 00:00:00,4.44,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.60,10.00,6.00,1.00,39.95,FedEx Trade Network,mishon
6662195,2023-01-31 13:44:55,2023-02-01 00:00:00,8.70,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_priority_mail,16.20,16.00,10.00,1.00,148.10,FedEx Trade Network,mishon
6662194,2023-01-31 13:48:27,2023-02-01 00:00:00,7.96,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_smartpost_parcel_select,53.50,16.00,10.00,1.00,49.09,FedEx Trade Network,mishon
6662190,2023-01-31 13:14:15,2023-02-01 00:00:00,12.53,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,93.60,11.50,8.50,6.50,103.42,"New Dundee, ON",partdiscounter
6662175,2023-01-31 13:54:26,2023-02-01 00:00:00,4.74,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,10.60,16.00,10.00,1.00,23.95,FedEx Trade Network,mishon
6662174,2023-01-31 13:53:22,2023-02-01 00:00:00,4.09,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.70,10.00,6.00,1.00,14.95,FedEx Trade Network,mishon
6662173,2023-01-31 13:56:04,2023-02-01 00:00:00,8.49,STANDARD - BEST WAY EBAY,fedex,fedex_ground,64.80,16.00,10.00,1.00,59.95,FedEx Trade Network,mishon
6662172,2023-01-31 13:54:11,2023-02-01 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,28.20,16.00,10.00,1.00,9.95,FedEx Trade Network,mishon
6662170,2023-01-31 13:47:53,2023-02-01 00:00:00,9.54,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,19.70,16.00,10.00,1.00,32.42,FedEx Trade Network,mishon
6662169,2023-01-31 13:47:59,2023-02-01 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,60.50,16.00,10.00,1.00,26.82,FedEx Trade Network,mishon
6662168,2023-01-31 13:46:53,2023-02-01 00:00:00,5.33,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,9.20,10.00,6.00,1.00,38.92,FedEx Trade Network,mishon
6662167,2023-01-31 13:45:12,2023-02-01 00:00:00,3.90,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,2.10,10.00,6.00,1.00,20.48,FedEx Trade Network,mishon
6662166,2023-01-31 13:34:00,2023-02-01 00:00:00,4.13,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,0.70,10.00,6.00,1.00,10.58,FedEx Trade Network,mishon
6662140,2023-01-31 13:46:50,2023-02-01 00:00:00,8.37,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,30.30,16.00,10.00,1.00,45.95,FedEx Trade Network,mishon
6662138,2023-01-31 13:28:42,2023-02-01 00:00:00,10.20,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_smartpost_parcel_select,119.70,11.50,8.50,6.50,97.95,FedEx Trade Network,mishon
6662137,2023-01-31 13:06:52,2023-02-01 00:00:00,11.85,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,17.60,16.00,10.00,1.00,126.42,"New Dundee, ON",partdiscounter
6662130,2023-01-31 13:33:44,2023-02-01 00:00:00,4.20,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6662129,2023-01-31 13:34:21,2023-02-01 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,23.20,10.00,6.00,1.00,29.95,FedEx Trade Network,mishon
6662127,2023-01-31 13:36:47,2023-02-01 00:00:00,10.73,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,81.00,24.00,4.00,4.00,39.95,FedEx Trade Network,mishon
6662118,2023-01-31 13:32:00,2023-02-01 00:00:00,4.15,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.20,10.00,6.00,1.00,15.85,FedEx Trade Network,mishon
6662117,2023-01-31 13:28:57,2023-02-01 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,21.10,10.00,6.00,1.00,27.01,FedEx Trade Network,mishon
6662114,2023-01-31 13:29:25,2023-02-01 00:00:00,11.32,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,214.70,10.00,9.00,6.00,149.75,FedEx Trade Network,mishon
6662113,2023-01-31 13:26:58,2023-02-03 00:00:00,8.97,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,72.50,16.00,10.00,1.00,28.18,FedEx Trade Network,mishon
6662111,2023-01-31 13:28:17,2023-02-01 00:00:00,9.54,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,33.10,16.00,10.00,1.00,64.75,FedEx Trade Network,mishon
6662109,2023-01-31 13:22:29,2023-02-01 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,21.10,16.00,10.00,1.00,34.93,FedEx Trade Network,mishon
6662108,2023-01-31 13:12:40,2023-02-01 00:00:00,11.58,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,133.10,15.50,11.50,3.50,84.95,FedEx Trade Network,mishon
